ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM_ID,UPDATED,PERIMETER,AREA,LONGITUDE,LATITUDE
Tagoloan,PH104324000,Misamis Oriental,PH104300000,Region X,PH100000000,104324000,12/31/19,40652.867,50196996.87,124.79,8.535
Talisayan,PH104325000,Misamis Oriental,PH104300000,Region X,PH100000000,104325000,12/31/19,43328.799,56044984.22,124.909,8.96
Villanueva,PH104326000,Misamis Oriental,PH104300000,Region X,PH100000000,104326000,12/31/19,31375.963,36643331.71,124.794,8.576
Asuncion,PH112301000,Davao del Norte,PH112300000,Region XI,PH110000000,112301000,12/31/19,120734.956,223273292.9,125.791,7.633
Carmen,PH112303000,Davao del Norte,PH112300000,Region XI,PH110000000,112303000,12/31/19,93713.851,145730904.9,125.678,7.372
Kapalong,PH112305000,Davao del Norte,PH112300000,Region XI,PH110000000,112305000,12/31/19,185548.901,775274407.6,125.574,7.837
New Corella,PH112314000,Davao del Norte,PH112300000,Region XI,PH110000000,112314000,12/31/19,76406.544,244389489.2,125.853,7.602
City of Panabo,PH112315000,Davao del Norte,PH112300000,Region XI,PH110000000,112315000,12/31/19,131696.489,252104410.3,125.606,7.33
Island Garden City of Samal,PH112317000,Davao del Norte,PH112300000,Region XI,PH110000000,112317000,12/31/19,157709.026,279376307.9,125.736,7.051
Santo Tomas,PH112318000,Davao del Norte,PH112300000,Region XI,PH110000000,112318000,12/31/19,77944.808,239614117.4,125.632,7.511
City of Tagum,PH112319000,Davao del Norte,PH112300000,Region XI,PH110000000,112319000,12/31/19,93626.269,184050232.4,125.796,7.431
Talaingod,PH112322000,Davao del Norte,PH112300000,Region XI,PH110000000,112322000,12/31/19,138635.75,654607521.3,125.499,7.687
Braulio E. Dujali,PH112323000,Davao del Norte,PH112300000,Region XI,PH110000000,112323000,12/31/19,48006.457,83408650.43,125.681,7.44
San Isidro,PH112324000,Davao del Norte,PH112300000,Region XI,PH110000000,112324000,12/31/19,81768.854,163499536.2,125.706,7.749
Bansalan,PH112401000,Davao del Sur,PH112400000,Region XI,PH110000000,112401000,12/31/19,81499.39,214567295.8,125.222,6.856
Davao City,PH112402000,Davao del Sur,PH112400000,Region XI,PH110000000,112402000,12/31/19,310357.04,2341425938,125.419,7.264
City of Digos,PH112403000,Davao del Sur,PH112400000,Region XI,PH110000000,112403000,12/31/19,89994.722,265630988.8,125.317,6.839
Hagonoy,PH112404000,Davao del Sur,PH112400000,Region XI,PH110000000,112404000,12/31/19,61038.444,121462350.9,125.305,6.693
Kiblawan,PH112406000,Davao del Sur,PH112400000,Region XI,PH110000000,112406000,12/31/19,107101.622,315081830.5,125.201,6.531
Magsaysay,PH112407000,Davao del Sur,PH112400000,Region XI,PH110000000,112407000,12/31/19,93740.207,234723754.1,125.119,6.756
Malalag,PH112408000,Davao del Sur,PH112400000,Region XI,PH110000000,112408000,12/31/19,92940.974,135199382,125.371,6.537
Matanao,PH112410000,Davao del Sur,PH112400000,Region XI,PH110000000,112410000,12/31/19,111062.175,250343032.7,125.168,6.661
Padada,PH112411000,Davao del Sur,PH112400000,Region XI,PH110000000,112411000,12/31/19,38436.648,34619098.24,125.342,6.644
Santa Cruz,PH112412000,Davao del Sur,PH112400000,Region XI,PH110000000,112412000,12/31/19,104692.202,220666393.7,125.399,6.905
Sulop,PH112414000,Davao del Sur,PH112400000,Region XI,PH110000000,112414000,12/31/19,75185.061,128811878.7,125.305,6.579
Baganga,PH112501000,Davao Oriental,PH112500000,Region XI,PH110000000,112501000,12/31/19,168212.636,886900745.9,126.435,7.568
Banaybanay,PH112502000,Davao Oriental,PH112500000,Region XI,PH110000000,112502000,12/31/19,97229.402,225524051,126.022,7.05
Boston,PH112503000,Davao Oriental,PH112500000,Region XI,PH110000000,112503000,12/31/19,104354.356,376339468.1,126.27,7.917
Caraga,PH112504000,Davao Oriental,PH112500000,Region XI,PH110000000,112504000,12/31/19,123465.126,570837602.9,126.43,7.36
Cateel,PH112505000,Davao Oriental,PH112500000,Region XI,PH110000000,112505000,12/31/19,97108.97,452509822.1,126.345,7.758
Governor Generoso,PH112506000,Davao Oriental,PH112500000,Region XI,PH110000000,112506000,12/31/19,130400.84,297305624.8,126.137,6.539
Lupon,PH112507000,Davao Oriental,PH112500000,Region XI,PH110000000,112507000,12/31/19,126775.314,540122184.5,126.15,7.074
Manay,PH112508000,Davao Oriental,PH112500000,Region XI,PH110000000,112508000,12/31/19,110248.517,416197680.5,126.432,7.209
City of Mati,PH112509000,Davao Oriental,PH112500000,Region XI,PH110000000,112509000,12/31/19,364634.035,707713847.9,126.223,6.831
San Isidro,PH112510000,Davao Oriental,PH112500000,Region XI,PH110000000,112510000,12/31/19,83815.948,237599321.9,126.126,6.792
Tarragona,PH112511000,Davao Oriental,PH112500000,Region XI,PH110000000,112511000,12/31/19,82785.508,277976049.4,126.378,7.081
Compostela,PH118201000,Compostela Valley,PH118200000,Region XI,PH110000000,118201000,12/31/19,93931.597,355946006.3,126.155,7.689
Laak,PH118202000,Compostela Valley,PH118200000,Region XI,PH110000000,118202000,12/31/19,147077.57,708552853.6,125.8,7.863
Mabini,PH118203000,Compostela Valley,PH118200000,Region XI,PH110000000,118203000,12/31/19,85564.603,214581316.5,125.939,7.3
Maco,PH118204000,Compostela Valley,PH118200000,Region XI,PH110000000,118204000,12/31/19,89206.43,317300569,125.943,7.404
Maragusan,PH118205000,Compostela Valley,PH118200000,Region XI,PH110000000,118205000,12/31/19,85167.549,425935506.3,126.165,7.338
Mawab,PH118206000,Compostela Valley,PH118200000,Region XI,PH110000000,118206000,12/31/19,54567.583,125334283.3,125.936,7.505
Monkayo,PH118207000,Compostela Valley,PH118200000,Region XI,PH110000000,118207000,12/31/19,113035.8,565130053.8,126.071,7.865
Montevista,PH118208000,Compostela Valley,PH118200000,Region XI,PH110000000,118208000,12/31/19,81237.747,262829334.9,125.969,7.742
Nabunturan,PH118209000,Compostela Valley,PH118200000,Region XI,PH110000000,118209000,12/31/19,92806.449,271730930.1,126.002,7.549
New Bataan,PH118210000,Compostela Valley,PH118200000,Region XI,PH110000000,118210000,12/31/19,99729.773,563544680.1,126.18,7.523
Pantukan,PH118211000,Compostela Valley,PH118200000,Region XI,PH110000000,118211000,12/31/19,145107.917,540607076,126.04,7.202
Don Marcelino,PH118601000,Davao Occidental,PH118600000,Region XI,PH110000000,118601000,12/31/19,107268.963,364569165.3,125.637,6.142
Jose Abad Santos,PH118602000,Davao Occidental,PH118600000,Region XI,PH110000000,118602000,12/31/19,175649.017,687857381.7,125.525,5.846
Malita,PH118603000,Davao Occidental,PH118600000,Region XI,PH110000000,118603000,12/31/19,132366.32,606379705.1,125.543,6.319
Santa Maria,PH118604000,Davao Occidental,PH118600000,Region XI,PH110000000,118604000,12/31/19,121195.645,212408985.1,125.465,6.493
Sarangani,PH118605000,Davao Occidental,PH118600000,Region XI,PH110000000,118605000,12/31/19,117806.581,89282896.58,125.423,5.418
Alamada,PH124701000,Cotabato,PH124700000,Region XII,PH120000000,124701000,12/31/19,105677.256,564026931.6,124.581,7.475
Carmen,PH124702000,Cotabato,PH124700000,Region XII,PH120000000,124702000,12/31/19,142061.559,590855506.1,124.767,7.313
Kabacan,PH124703000,Cotabato,PH124700000,Region XII,PH120000000,124703000,12/31/19,100320.092,255508406.9,124.854,7.173
City of Kidapawan,PH124704000,Cotabato,PH124700000,Region XII,PH120000000,124704000,12/31/19,93899.434,290353209.7,125.066,7.037
Libungan,PH124705000,Cotabato,PH124700000,Region XII,PH120000000,124705000,12/31/19,69914.758,167734929.4,124.544,7.288
Magpet,PH124706000,Cotabato,PH124700000,Region XII,PH120000000,124706000,12/31/19,106630.255,384797486,125.177,7.132
Makilala,PH124707000,Cotabato,PH124700000,Region XII,PH120000000,124707000,12/31/19,94576.536,343874655,125.112,6.932
Matalam,PH124708000,Cotabato,PH124700000,Region XII,PH120000000,124708000,12/31/19,129372.728,419397258.1,124.95,7.2
Midsayap,PH124709000,Cotabato,PH124700000,Region XII,PH120000000,124709000,12/31/19,104835.848,292170185.3,124.524,7.152
M'Lang,PH124710000,Cotabato,PH124700000,Region XII,PH120000000,124710000,12/31/19,86562.557,360344589.8,124.902,6.941
Pigkawayan,PH124711000,Cotabato,PH124700000,Region XII,PH120000000,124711000,12/31/19,84870.844,247773446.9,124.431,7.308
Pikit,PH124712000,Cotabato,PH124700000,Region XII,PH120000000,124712000,12/31/19,139517.208,295122372.5,124.646,7.054
President Roxas,PH124713000,Cotabato,PH124700000,Region XII,PH120000000,124713000,12/31/19,188184.763,345931523.6,125.001,7.303
Tulunan,PH124714000,Cotabato,PH124700000,Region XII,PH120000000,124714000,12/31/19,119107.524,290473897.6,124.957,6.817
Antipas,PH124715000,Cotabato,PH124700000,Region XII,PH120000000,124715000,12/31/19,58367.205,110032115.1,125.068,7.264
Banisilan,PH124716000,Cotabato,PH124700000,Region XII,PH120000000,124716000,12/31/19,106482.241,285134368.6,124.717,7.483
Aleosan,PH124717000,Cotabato,PH124700000,Region XII,PH120000000,124717000,12/31/19,110301.465,173046824.3,124.621,7.169
Arakan,PH124718000,Cotabato,PH124700000,Region XII,PH120000000,124718000,12/31/19,142580.697,443133914.2,125.177,7.353
Banga,PH126302000,South Cotabato,PH126300000,Region XII,PH120000000,126302000,12/31/19,84529.014,203190388.8,124.793,6.407
General Santos City,PH126303000,South Cotabato,PH126300000,Region XII,PH120000000,126303000,12/31/19,161362.433,521114640,125.131,6.131
City of Koronadal,PH126306000,South Cotabato,PH126300000,Region XII,PH120000000,126306000,12/31/19,88536.594,273777729.4,124.885,6.479
Norala,PH126311000,South Cotabato,PH126300000,Region XII,PH120000000,126311000,12/31/19,52380.706,128885952.3,124.679,6.531
Polomolok,PH126312000,South Cotabato,PH126300000,Region XII,PH120000000,126312000,12/31/19,84767.382,311478535.4,125.082,6.261
Surallah,PH126313000,South Cotabato,PH126300000,Region XII,PH120000000,126313000,12/31/19,96403.448,264043549.2,124.719,6.337
Tampakan,PH126314000,South Cotabato,PH126300000,Region XII,PH120000000,126314000,12/31/19,83662.594,253300660.6,125.019,6.47
Tantangan,PH126315000,South Cotabato,PH126300000,Region XII,PH120000000,126315000,12/31/19,54751.381,129629761.9,124.762,6.572
T'Boli,PH126316000,South Cotabato,PH126300000,Region XII,PH120000000,126316000,12/31/19,146328.194,811334136.5,124.872,6.138
Tupi,PH126317000,South Cotabato,PH126300000,Region XII,PH120000000,126317000,12/31/19,83766.418,294868430.2,124.982,6.35
Santo Niño,PH126318000,South Cotabato,PH126300000,Region XII,PH120000000,126318000,12/31/19,44318.859,77434246.99,124.668,6.457
Lake Sebu,PH126319000,South Cotabato,PH126300000,Region XII,PH120000000,126319000,12/31/19,142666.593,850351279.4,124.59,6.244
Bagumbayan,PH126501000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126501000,12/31/19,136548.421,557765324.3,124.519,6.469
Columbio,PH126502000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126502000,12/31/19,90197.998,302273369.9,125.014,6.637
Esperanza,PH126503000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126503000,12/31/19,91769.759,223179798,124.467,6.71
Isulan,PH126504000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126504000,12/31/19,150015.682,523135258.3,124.446,6.612
Kalamansig,PH126505000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126505000,12/31/19,116384.897,475137102.6,124.161,6.51
Lebak,PH126506000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126506000,12/31/19,95885.841,465741597.4,124.16,6.67
Lutayan,PH126507000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126507000,12/31/19,89392.277,166271207.9,124.878,6.603
Lambayong,PH126508000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126508000,12/31/19,68069.406,188878600.9,124.631,6.791
Palimbang,PH126509000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126509000,12/31/19,147908.045,796911470.6,124.252,6.293
President Quirino,PH126510000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126510000,12/31/19,58443.365,108498264.1,124.733,6.718
City of Tacurong,PH126511000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126511000,12/31/19,59643.546,146557293,124.673,6.656
Sen. Ninoy Aquino,PH126512000,Sultan Kudarat,PH126500000,Region XII,PH120000000,126512000,12/31/19,68891.166,270491558.5,124.344,6.43
Alabel,PH128001000,Sarangani,PH128000000,Region XII,PH120000000,128001000,12/31/19,124835.802,494009361,125.359,6.168
Glan,PH128002000,Sarangani,PH128000000,Region XII,PH120000000,128002000,12/31/19,166557.659,708692810.3,125.342,5.785
Kiamba,PH128003000,Sarangani,PH128000000,Region XII,PH120000000,128003000,12/31/19,105000.266,428817511.6,124.704,6.009
Maasim,PH128004000,Sarangani,PH128000000,Region XII,PH120000000,128004000,12/31/19,104921.836,445189596.8,124.968,5.939
Maitum,PH128005000,Sarangani,PH128000000,Region XII,PH120000000,128005000,12/31/19,75481.222,286385845.2,124.479,6.118
Malapatan,PH128006000,Sarangani,PH128000000,Region XII,PH120000000,128006000,12/31/19,138156.589,568089422.5,125.395,6
Malungon,PH128007000,Sarangani,PH128000000,Region XII,PH120000000,128007000,12/31/19,163429.253,768737896.5,125.301,6.363
Cotabato City,PH129804000,Cotabato City,PH129800000,Region XII,PH120000000,129804000,12/31/19,71744.391,86107342.67,124.231,7.209
Tondo I / II,PH133901000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133901000,12/31/19,36579.767,11013884,120.965,14.619
Binondo,PH133902000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133902000,12/31/19,4123.021,665776.538,120.975,14.601
Quiapo,PH133903000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133903000,12/31/19,4055.372,882433.109,120.986,14.599
San Nicolas,PH133904000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133904000,12/31/19,5818.814,935453.957,120.968,14.599
Santa Cruz,PH133905000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133905000,12/31/19,12879.271,3730931.692,120.985,14.621
Sampaloc,PH133906000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133906000,12/31/19,14335.141,7752860.949,121.004,14.605
San Miguel,PH133907000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133907000,12/31/19,5281.993,904905.355,120.992,14.596
Ermita,PH133908000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133908000,12/31/19,9167.572,2493215.832,120.982,14.584
Intramuros,PH133909000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133909000,12/31/19,4662.192,1182553.632,120.975,14.59
Malate,PH133910000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133910000,12/31/19,9338.542,2773005.396,120.991,14.568
Paco,PH133911000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133911000,12/31/19,10018.87,2830965.921,120.996,14.585
Pandacan,PH133912000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133912000,12/31/19,6575.6,1642127.568,121.006,14.59
Port Area,PH133913000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133913000,12/31/19,17498.183,1772718.518,120.965,14.589
Santa Ana,PH133914000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,133914000,12/31/19,12437.201,3382342.448,121.009,14.578
City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,137401000,12/31/19,15432.399,11314033.5,121.041,14.583
City of Marikina,PH137402000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,137402000,12/31/19,28098.532,22931402.87,121.105,14.647
City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,137403000,12/31/19,37683.111,31304224.63,121.085,14.579
Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,137404000,12/31/19,84582.841,162439224.1,121.06,14.68
City of San Juan,PH137405000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,137405000,12/31/19,12513.685,5778239.548,121.037,14.602
Caloocan City,PH137501000,"NCR, Third District",PH137500000,National Capital Region,PH130000000,137501000,12/31/19,75591.805,53232442.52,121.03,14.73
City of Malabon,PH137502000,"NCR, Third District",PH137500000,National Capital Region,PH130000000,137502000,12/31/19,28595.561,15766655.43,120.959,14.674
City of Navotas,PH137503000,"NCR, Third District",PH137500000,National Capital Region,PH130000000,137503000,12/31/19,32924.138,10535114.06,120.936,14.675
City of Valenzuela,PH137504000,"NCR, Third District",PH137500000,National Capital Region,PH130000000,137504000,12/31/19,45188.158,46552775.92,120.979,14.71
City of Las Piñas,PH137601000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,137601000,12/31/19,39707.832,32742213.9,120.995,14.441
City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,137602000,12/31/19,28406.93,24963739.64,121.032,14.553
City of Muntinlupa,PH137603000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,137603000,12/31/19,42879.953,39172176.31,121.034,14.402
City of Parañaque,PH137604000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,137604000,12/31/19,47177.738,44828194.07,121.015,14.484
Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,137605000,12/31/19,28704.722,17886012.12,121.004,14.531
Pateros,PH137606000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,137606000,12/31/19,7435.338,1609302.513,121.069,14.545
Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,137607000,12/31/19,39196.475,35631176.76,121.062,14.517
Bangued,PH140101000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140101000,12/31/19,79349.175,119064206.4,120.601,17.611
Boliney,PH140102000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140102000,12/31/19,61502.808,178328797.7,120.865,17.379
Bucay,PH140103000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140103000,12/31/19,52483.031,98971003.45,120.72,17.524
Bucloc,PH140104000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140104000,12/31/19,34892.493,57343912.6,120.848,17.437
Daguioman,PH140105000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140105000,12/31/19,37987.722,93209350.92,120.952,17.45
Danglas,PH140106000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140106000,12/31/19,56815.271,176482587.5,120.621,17.745
Dolores,PH140107000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140107000,12/31/19,38624.792,44628280.5,120.722,17.647
La Paz,PH140108000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,140108000,12/31/19,42202.277,52622596.63,120.652,17.665
