ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM
Balangkayan,PH0802603,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.87167035314,0.01540349039,185.95655328400
City of Borongan (Capital),PH0802604,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.66642435098,0.05238474515,632.00585788600
Can-avid,PH0802605,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.84550516377,0.01984820044,239.13973219900
Dolores,PH0802606,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.09422605485,0.02572451870,309.83153208800
General Macarthur,PH0802607,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.57716949290,0.01515108986,182.99078995400
Giporlos,PH0802608,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.71696769913,0.00770950098,93.14803067580
Guiuan,PH0802609,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.10984238089,0.01458698583,176.42362164400
Hernani,PH0802610,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36697679227,0.00409674030,49.47113779550
Jipapad,PH0802611,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.41047313413,0.00966499796,116.31669540900
Lawaan,PH0802612,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.62779079239,0.01205360505,145.61788826800
Llorente,PH0802613,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.03971790895,0.02366630039,285.75941373000
Maslog,PH0802614,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.70827249807,0.02524944157,304.04409518600
Maydolong,PH0802615,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.95832576529,0.01570660649,189.57663332500
Mercedes,PH0802616,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.23891035123,0.00164207277,19.84479772950
Oras,PH0802617,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.99606458183,0.01968753611,237.03583127000
Quinapondan,PH0802618,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.87571482688,0.00709202759,85.68325438860
Salcedo,PH0802619,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.10593712423,0.00982362379,118.69327305800
San Julian,PH0802620,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.75464477188,0.01163600048,140.31366868300
San Policarpo,PH0802621,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.74543790349,0.00584893673,70.40634452630
Sulat,PH0802622,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.82573427214,0.01058746150,127.64089649400
Taft,PH0802623,Eastern Samar,PH08026,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78579357863,0.02015272966,242.89255085600
Abuyog,PH0803701,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.01364887422,0.02612410225,316.17511633700
Alangalang,PH0803702,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.57266912501,0.01284747835,155.19673304500
Albuera,PH0803703,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64646160841,0.00638289959,77.18106160660
Babatngon,PH0803705,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.29307907382,0.01113215612,134.39984769500
Barugo,PH0803706,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60092953318,0.00706250436,85.28970308710
Bato,PH0803707,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.41685245168,0.00580347745,70.30668016420
City of Baybay,PH0803708,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.05720086890,0.03122002516,377.81148488300
Burauen,PH0803710,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.00135289948,0.02567093926,310.39785584300
Calubian,PH0803713,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.69766107392,0.00740761816,89.40466869220
Capoocan,PH0803714,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.77128886104,0.00915184533,110.52807574700
Carigara,PH0803715,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52577652994,0.00731423198,88.34542908920
Dagami,PH0803717,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60479221860,0.01030688767,124.56931793600
Dulag,PH0803718,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46951611076,0.00646277226,78.13615421230
Hilongos,PH0803719,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63683964839,0.01597970209,193.53918809900
Hindang,PH0803720,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.58259909734,0.00382266879,46.29243383060
Inopacan,PH0803721,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.53090292667,0.01009621248,122.24260301900
Isabel,PH0803722,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.72227478618,0.00536755874,64.90397354530
Jaro,PH0803723,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61449515799,0.01549202168,187.18054212200
Javier (Bugho),PH0803724,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,Bugho,0.66717354755,0.01467052378,177.49521357900
Julita,PH0803725,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37997332755,0.00297163054,35.92696528790
Kananga,PH0803726,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68289851602,0.01927777176,232.90386845600
La Paz,PH0803728,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38980179268,0.00784703802,94.89714445250
Leyte,PH0803729,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.99795587387,0.01496022306,180.64435740800
Macarthur,PH0803730,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48613527026,0.00587316480,71.04022539020
Mahaplag,PH0803731,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61398543171,0.01565050386,189.45218356400
Matag-ob,PH0803733,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47280578030,0.00580963655,70.19974380790
Matalom,PH0803734,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67269982309,0.01078560625,130.69325580200
Mayorga,PH0803735,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31137717963,0.00341446535,41.29277176280
Merida,PH0803736,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.65950340374,0.00880977582,106.51470738600
Ormoc City,PH0803738,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.44124150965,0.04474739850,540.84560027800
Palo,PH0803739,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51041140925,0.00670663208,81.03235322500
Palompon,PH0803740,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.21932820875,0.01259064869,152.19140725900
Pastrana,PH0803741,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40642821909,0.00381250515,46.06965014590
San Isidro,PH0803742,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73599752400,0.01053408211,127.15866192300
San Miguel,PH0803743,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54761161185,0.00930406725,112.35388385600
Santa Fe,PH0803744,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37573054330,0.00343948747,41.55394962800
Tabango,PH0803745,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.71474035455,0.01076298760,129.97229599200
Tabontabon,PH0803746,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.28835446775,0.00213105088,25.75867169690
Tacloban City (Capital),PH0803747,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.92482449999,0.00877502185,105.98326411600
Tanauan,PH0803748,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36792287626,0.00555467885,67.13074713630
Tolosa,PH0803749,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.27305104639,0.00186955257,22.59804713640
Tunga,PH0803750,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.18099450570,0.00072780651,8.79083456502
Villaba,PH0803751,Leyte,PH08037,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67626430525,0.01252922005,151.35543167600
Allen,PH0804801,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40316230477,0.00369815162,44.46759396500
Biri,PH0804802,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.02240748956,0.00216496865,26.01773813070
Bobon,PH0804803,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56614854177,0.00995887810,119.78149253000
Capul,PH0804804,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29942560907,0.00282997605,34.03919906430
Catarman (Capital),PH0804805,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.75419442667,0.02519484479,303.05066757400
Catubig,PH0804806,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.77822602277,0.02011983451,242.03665014900
Gamay,PH0804807,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68644523745,0.00703450578,84.62451327480
Laoang,PH0804808,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.22877676726,0.01712164971,205.85461109200
Lapinig,PH0804809,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.71179320650,0.00401650259,48.33177012950
Las Navas,PH0804810,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68439371666,0.02343121507,281.96675755900
Lavezares,PH0804811,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.32327240905,0.00861054906,103.52692382600
Mapanas,PH0804812,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61747080670,0.01094582378,131.65164588800
Mondragon,PH0804813,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.83693773359,0.02509450207,301.85652541500
Palapag,PH0804814,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.84193278757,0.01482308853,178.23557456100
Pambujan,PH0804815,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78001375229,0.01346988708,161.99829219000
Rosario,PH0804816,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73264554334,0.00504614887,60.67698791690
San Antonio,PH0804817,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.24133707379,0.00235432500,28.31993820060
San Isidro,PH0804818,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.58750288180,0.01511538479,181.86242216900
San Jose,PH0804819,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.92982941762,0.00674581587,81.11938393680
San Roque,PH0804820,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54668512313,0.01404055021,168.85879426400
San Vicente,PH0804821,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59679317905,0.00151457836,18.22349790690
Silvino Lobos,PH0804822,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.69572289062,0.02125094183,255.74810795900
Victoria,PH0804823,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.58503731294,0.01120304098,134.74955101200
Lope De Vega,PH0804824,Northern Samar,PH08048,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.76400913129,0.02023495595,243.49157311200
Almagro,PH0806001,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46741764463,0.00201772231,24.31393111720
Basey,PH0806002,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.24218045192,0.04936316611,595.95827616000
Calbayog City,PH0806003,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.64506091194,0.07276396100,875.98160083200
Calbiga,PH0806004,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61023633583,0.01624205080,195.94364460900
City of Catbalogan (Capital),PH0806005,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.59867747035,0.01405419637,169.41003766400
Daram,PH0806006,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.97845166489,0.00864521603,104.28666357200
Gandara,PH0806007,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18198699237,0.02529076822,304.60206349400
Hinabangan,PH0806008,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.77890024942,0.03320920558,400.47319271200
Jiabong,PH0806009,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55725378800,0.01009128722,121.63534580800
Marabut,PH0806010,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68132744859,0.01132936419,136.86419898500
Matuguinao,PH0806011,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81727530093,0.03117338242,375.28260065200
Motiong,PH0806012,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.80126527054,0.01041749455,125.54564218700
Pinabacdao,PH0806013,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61423988898,0.00820904435,99.05450765150
San Jose de Buan,PH0806014,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.65928412996,0.02472000517,297.72777076700
San Sebastian,PH0806015,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.28536318498,0.00269716397,32.52804834880
Santa Margarita,PH0806016,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60818922730,0.01046671119,126.06679899900
Santa Rita,PH0806017,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.38050194847,0.02020797046,243.93331437300
Santo Niño,PH0806018,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,Santo Nino,,0.40192564610,0.00248861009,29.98841585100
Talalora,PH0806019,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50794339624,0.00223957158,27.02717356180
Tarangnan,PH0806020,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.44938719761,0.00719820445,86.74570494420
Villareal,PH0806021,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.00641384404,0.01084219458,130.83012493600
Paranas (Wright),PH0806022,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,Wright,0.94696716086,0.04252542221,512.53769787100
Zumarraga,PH0806023,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68415038948,0.00292310816,35.25745993890
Tagapul-an,PH0806024,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47140034070,0.00237952437,28.65982354380
San Jorge,PH0806025,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.71813379100,0.02229058925,268.55262087500
Pagsanghan,PH0806026,Samar (Western Samar),PH08060,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31254385646,0.00275543223,33.19916426590
Anahawan,PH0806401,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.23098617406,0.00285522968,34.59480021810
Bontoc,PH0806402,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68769524579,0.01031448398,124.93727525000
Hinunangan,PH0806403,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73216704205,0.01386888677,167.98983303500
Hinundayan,PH0806404,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.27363074243,0.00342533949,41.49525627790
Libagon,PH0806405,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55305902474,0.00869776564,105.37172913300
Liloan,PH0806406,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.70365412340,0.00716434877,86.84688760070
City of Maasin (Capital),PH0806407,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.80016690105,0.01686827171,204.44738503900
Macrohon,PH0806408,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.39492530113,0.00547940943,66.43038611050
Malitbog,PH0806409,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.41984538730,0.00703105701,85.22257131060
Padre Burgos,PH0806410,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.28530718748,0.00227067366,27.53073185260
Pintuyan,PH0806411,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38039260216,0.00369960768,44.86835536470
Saint Bernard,PH0806412,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.52826703647,0.00715318135,86.66255234420
San Francisco,PH0806413,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.35408608128,0.00457058838,55.41588489150
San Juan (Cabalian),PH0806414,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,Cabalian,0.24432086299,0.00252938919,30.64843499030
San Ricardo,PH0806415,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42677021357,0.00313214759,37.98459439590
Silago,PH0806416,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60663258783,0.01397692889,169.22988439000
Sogod,PH0806417,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.58001081643,0.01813708721,219.64550038200
Tomas Oppus,PH0806418,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.32496976008,0.00489423654,59.30266272240
Limasawa,PH0806419,Southern Leyte,PH08064,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.19040969795,0.00056200689,6.81685132238
Almeria,PH0807801,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.33627049385,0.00420741263,50.75281004990
Biliran,PH0807802,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45988034623,0.00511887964,61.77563175800
Cabucgayan,PH0807803,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36346712574,0.00488851652,58.99553515080
Caibiran,PH0807804,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38878848264,0.00642304933,77.49917410520
Culaba,PH0807805,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36101795125,0.00702073639,84.68872052640
Kawayan,PH0807806,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55389070604,0.00582040533,70.19982322220
Maripipi,PH0807807,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.25916356602,0.00241305826,29.09223793870
Naval (Capital),PH0807808,Biliran,PH08078,Region VIII (Eastern Visayas),PH08,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49429695235,0.00819064169,98.82387160960
Dapitan City,PH0907201,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.47682712480,0.01809176044,220.25880417800
Dipolog City (Capital),PH0907202,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.92483826555,0.00973688640,118.56869086500
Katipunan,PH0907203,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.83027466410,0.01911382399,232.81636074000
La Libertad,PH0907204,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.44136006695,0.00450395737,54.85219088620
Labason,PH0907205,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.69241443916,0.01308701516,159.54898710600
Liloy,PH0907206,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56913306257,0.01005642270,122.58788963800
Manukan,PH0907207,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67317760982,0.01205821148,146.85215251600
Mutia,PH0907208,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49417119612,0.00726567080,88.50364234750
Piñan (New Piñan),PH0907209,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,Pinan (New Pinan),New Piñan,0.77973977745,0.01010926592,123.13025533800
Polanco,PH0907210,Zamboanga del Norte,PH09072,Region IX (Zamboanga Peninsula),PH09,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.90567178620,0.01321112167,160.89602626900
